state,utility_name,year,month,zip_code,number_of_customers,number_of_disconnections
Oregon,Northwest Natural Gas Company,2018,November,97064,663,0
Oregon,Northwest Natural Gas Company,2018,November,97068,9274,5
Oregon,Northwest Natural Gas Company,2018,November,97070,5857,5
Oregon,Northwest Natural Gas Company,2018,November,97071,4963,7
Oregon,Northwest Natural Gas Company,2018,November,97078,5758,5
Oregon,Northwest Natural Gas Company,2018,November,97080,10478,8
Oregon,Northwest Natural Gas Company,2018,November,97086,8207,11
Oregon,Northwest Natural Gas Company,2018,November,97089,3224,1
Oregon,Northwest Natural Gas Company,2018,November,97101,287,1
Oregon,Northwest Natural Gas Company,2018,November,97103,3951,4
Oregon,Northwest Natural Gas Company,2018,November,97106,419,1
Oregon,Northwest Natural Gas Company,2018,November,97110,1290,0
Oregon,Northwest Natural Gas Company,2018,November,97111,21,0
Oregon,Northwest Natural Gas Company,2018,November,97113,2062,3
Oregon,Northwest Natural Gas Company,2018,November,97114,17,0
Oregon,Northwest Natural Gas Company,2018,November,97115,923,2
Oregon,Northwest Natural Gas Company,2018,November,97116,3174,1
Oregon,Northwest Natural Gas Company,2018,November,97121,410,0
Oregon,Northwest Natural Gas Company,2018,November,97123,10340,6
Oregon,Northwest Natural Gas Company,2018,November,97124,10638,7
Oregon,Northwest Natural Gas Company,2018,November,97127,797,0
Oregon,Northwest Natural Gas Company,2018,November,97128,2881,0
Oregon,Northwest Natural Gas Company,2018,November,97132,5301,4
Oregon,Northwest Natural Gas Company,2018,November,97133,899,0
Oregon,Northwest Natural Gas Company,2018,November,97138,4123,3
Oregon,Northwest Natural Gas Company,2018,November,97140,6485,4
Oregon,Northwest Natural Gas Company,2018,November,97146,2011,3
Oregon,Northwest Natural Gas Company,2018,November,97201,2291,4
Oregon,Northwest Natural Gas Company,2018,November,97202,11132,6
Oregon,Northwest Natural Gas Company,2018,November,97203,7224,16
Oregon,Northwest Natural Gas Company,2018,November,97204,7,0
Oregon,Northwest Natural Gas Company,2018,November,97205,928,4
Oregon,Northwest Natural Gas Company,2018,November,97206,13355,20
Oregon,Northwest Natural Gas Company,2018,November,97209,1769,3
Oregon,Northwest Natural Gas Company,2018,November,97210,3681,2
Oregon,Northwest Natural Gas Company,2018,November,97211,10012,8
Oregon,Northwest Natural Gas Company,2018,November,97212,8398,3
Oregon,Northwest Natural Gas Company,2018,November,97213,9546,3
Oregon,Northwest Natural Gas Company,2018,November,97214,7871,5
Oregon,Northwest Natural Gas Company,2018,November,97215,5603,3
Oregon,Northwest Natural Gas Company,2018,November,97216,3330,4
Oregon,Northwest Natural Gas Company,2018,November,97217,10161,3
Oregon,Northwest Natural Gas Company,2018,November,97218,3512,8
Oregon,Northwest Natural Gas Company,2018,November,97219,12177,9
Oregon,Northwest Natural Gas Company,2018,November,97220,6483,1
Oregon,Northwest Natural Gas Company,2018,November,97221,3898,1
Oregon,Northwest Natural Gas Company,2018,November,97222,7837,5
Oregon,Northwest Natural Gas Company,2018,November,97223,12735,8
Oregon,Northwest Natural Gas Company,2018,November,97224,10190,1
Oregon,Northwest Natural Gas Company,2018,November,97225,7184,1
Oregon,Northwest Natural Gas Company,2018,November,97227,1025,0
Oregon,Northwest Natural Gas Company,2018,November,97229,19866,10
Oregon,Northwest Natural Gas Company,2018,November,97230,9194,6
Oregon,Northwest Natural Gas Company,2018,November,97231,765,1
Oregon,Northwest Natural Gas Company,2018,November,97232,2871,3
Oregon,Northwest Natural Gas Company,2018,November,97233,6111,12
Oregon,Northwest Natural Gas Company,2018,November,97236,7028,16
Oregon,Northwest Natural Gas Company,2018,November,97239,3940,2
Oregon,Northwest Natural Gas Company,2018,November,97266,7062,22
Oregon,Northwest Natural Gas Company,2018,November,97267,8549,3
Oregon,Northwest Natural Gas Company,2018,November,97301,8259,11
Oregon,Northwest Natural Gas Company,2018,November,97302,9967,6
Oregon,Northwest Natural Gas Company,2018,November,97303,8839,12
Oregon,Northwest Natural Gas Company,2018,November,97304,6905,3
Oregon,Northwest Natural Gas Company,2018,November,97305,6227,10
Oregon,Northwest Natural Gas Company,2018,November,97306,8086,4
Oregon,Northwest Natural Gas Company,2018,November,97310,9,0
Oregon,Northwest Natural Gas Company,2018,November,97317,3751,3
Oregon,Northwest Natural Gas Company,2018,November,97321,8138,4
Oregon,Northwest Natural Gas Company,2018,November,97322,7059,7
Oregon,Northwest Natural Gas Company,2018,November,97325,724,1
Oregon,Northwest Natural Gas Company,2018,November,97327,455,1
Oregon,Northwest Natural Gas Company,2018,November,97330,9051,1
Oregon,Northwest Natural Gas Company,2018,November,97333,4301,1
Oregon,Northwest Natural Gas Company,2018,November,97338,3988,1
Oregon,Northwest Natural Gas Company,2018,November,97341,1294,1
Oregon,Northwest Natural Gas Company,2018,November,97345,8,0
Oregon,Northwest Natural Gas Company,2018,November,97347,216,2
Oregon,Northwest Natural Gas Company,2018,November,97348,214,0
Oregon,Northwest Natural Gas Company,2018,November,97351,1582,0
Oregon,Northwest Natural Gas Company,2018,November,97352,752,0
Oregon,Northwest Natural Gas Company,2018,November,97355,4989,4
Oregon,Northwest Natural Gas Company,2018,November,97358,401,0
Oregon,Northwest Natural Gas Company,2018,November,97360,477,2
Oregon,Northwest Natural Gas Company,2018,November,97361,1249,0
Oregon,Northwest Natural Gas Company,2018,November,97362,698,0
Oregon,Northwest Natural Gas Company,2018,November,97364,217,0
Oregon,Northwest Natural Gas Company,2018,November,97365,1573,1
Oregon,Northwest Natural Gas Company,2018,November,97366,169,0
Oregon,Northwest Natural Gas Company,2018,November,97367,3944,4
Oregon,Northwest Natural Gas Company,2018,November,97368,927,0
Oregon,Northwest Natural Gas Company,2018,November,97370,1183,1
Oregon,Northwest Natural Gas Company,2018,November,97371,40,0
Oregon,Northwest Natural Gas Company,2018,November,97372,11,0
Oregon,Northwest Natural Gas Company,2018,November,97374,294,0
Oregon,Northwest Natural Gas Company,2018,November,97377,57,0
Oregon,Northwest Natural Gas Company,2018,November,97378,788,3
Oregon,Northwest Natural Gas Company,2018,November,97380,154,1
Oregon,Northwest Natural Gas Company,2018,November,97381,2757,5
Oregon,Northwest Natural Gas Company,2018,November,97383,1670,3
Oregon,Northwest Natural Gas Company,2018,November,97384,35,0
Oregon,Northwest Natural Gas Company,2018,November,97385,709,0
Oregon,Northwest Natural Gas Company,2018,November,97386,2102,5
Oregon,Northwest Natural Gas Company,2018,November,97388,1028,2
Oregon,Northwest Natural Gas Company,2018,November,97389,309,0
Oregon,Northwest Natural Gas Company,2018,November,97391,284,0
Oregon,Northwest Natural Gas Company,2018,November,97392,766,0
Oregon,Northwest Natural Gas Company,2018,November,97396,386,0
Oregon,Northwest Natural Gas Company,2018,November,97401,5244,0
Oregon,Northwest Natural Gas Company,2018,November,97402,4492,5
Oregon,Northwest Natural Gas Company,2018,November,97403,1450,0
Oregon,Northwest Natural Gas Company,2018,November,97404,6049,2
Oregon,Northwest Natural Gas Company,2018,November,97405,6586,9
Oregon,Northwest Natural Gas Company,2018,November,97408,2559,0
Oregon,Avista Utilities,2018,November,97417,300,2
Oregon,Northwest Natural Gas Company,2018,November,97420,704,0
Oregon,Northwest Natural Gas Company,2018,November,97423,176,1
Oregon,Northwest Natural Gas Company,2018,November,97424,2258,1
Oregon,Northwest Natural Gas Company,2018,November,97426,1233,0
Oregon,Avista Utilities,2018,November,97432,56,1
Oregon,Northwest Natural Gas Company,2018,November,97438,11,0
Oregon,Avista Utilities,2018,November,97442,151,0
Oregon,Northwest Natural Gas Company,2018,November,97446,573,1
Oregon,Northwest Natural Gas Company,2018,November,97448,1378,1
Oregon,Northwest Natural Gas Company,2018,November,97455,133,0
Oregon,Avista Utilities,2018,November,97457,1419,3
Oregon,Northwest Natural Gas Company,2018,November,97458,109,0
Oregon,Northwest Natural Gas Company,2018,November,97459,489,0
Oregon,Avista Utilities,2018,November,97462,267,0
Oregon,Avista Utilities,2018,November,97469,270,2
Oregon,Avista Utilities,2018,November,97470,3454,8
Oregon,Avista Utilities,2018,November,97471,4877,4
Oregon,Northwest Natural Gas Company,2018,November,97477,2791,4
Oregon,Northwest Natural Gas Company,2018,November,97478,2237,2
Oregon,Avista Utilities,2018,November,97479,1532,0
Oregon,Avista Utilities,2018,November,97495,490,0
Oregon,Avista Utilities,2018,November,97496,1083,3
Oregon,Avista Utilities,2018,November,97497,2,0
Oregon,Avista Utilities,2018,November,97501,9227,13
Oregon,Avista Utilities,2018,November,97502,6168,1
Oregon,Avista Utilities,2018,November,97503,1588,2
Oregon,Avista Utilities,2018,November,97504,12401,15
Oregon,Avista Utilities,2018,November,97520,7146,3
Oregon,Avista Utilities,2018,November,97524,2566,2
Oregon,Avista Utilities,2018,November,97525,568,0
Oregon,Avista Utilities,2018,November,97526,6212,3
Oregon,Avista Utilities,2018,November,97527,5403,7
Oregon,Avista Utilities,2018,November,97528,2,0
Oregon,Avista Utilities,2018,November,97530,1168,0
Oregon,Avista Utilities,2018,November,97535,1136,1
Oregon,Avista Utilities,2018,November,97537,517,0
Oregon,Avista Utilities,2018,November,97539,193,0
Oregon,Avista Utilities,2018,November,97540,1584,1
Oregon,Avista Utilities,2018,November,97601,6233,13
Oregon,Avista Utilities,2018,November,97603,8532,20
Oregon,Avista Utilities,2018,November,97623,45,0
Oregon,Avista Utilities,2018,November,97627,197,0
Oregon,Avista Utilities,2018,November,97632,126,0
Oregon,Avista Utilities,2018,November,97634,22,0
Oregon,Idaho Power,2018,November,97819,25,0
Oregon,Avista Utilities,2018,November,97824,296,0
Oregon,Avista Utilities,2018,November,97827,533,1
Oregon,Idaho Power,2018,November,97834,654,0
Oregon,Idaho Power,2018,November,97837,72,0
Oregon,Idaho Power,2018,November,97840,97,0
Oregon,Avista Utilities,2018,November,97841,126,0
Oregon,Avista Utilities,2018,November,97850,4917,10
Oregon,Avista Utilities,2018,November,97867,146,0
Oregon,Idaho Power,2018,November,97870,425,0
Oregon,Avista Utilities,2018,November,97876,50,0
Oregon,Avista Utilities,2018,November,97883,766,0
Oregon,Idaho Power,2018,November,97884,168,1
Oregon,Idaho Power,2018,November,97901,359,3
Oregon,Idaho Power,2018,November,97902,29,0
Oregon,Idaho Power,2018,November,97903,83,0
Oregon,Idaho Power,2018,November,97904,108,0
Oregon,Idaho Power,2018,November,97905,118,0
Oregon,Idaho Power,2018,November,97906,139,0
Oregon,Idaho Power,2018,November,97907,367,1
Oregon,Idaho Power,2018,November,97908,62,0
Oregon,Idaho Power,2018,November,97909,47,0
Oregon,Idaho Power,2018,November,97910,328,0
Oregon,Idaho Power,2018,November,97911,91,0
Oregon,Idaho Power,2018,November,97913,2123,10
Oregon,Idaho Power,2018,November,97914,6849,48
Oregon,Idaho Power,2018,November,97918,1970,9
Oregon,Idaho Power,2018,November,97920,34,0
Oregon,Idaho Power,2018,October,83301,1,0
Oregon,Idaho Power,2018,October,83687,0,0
Oregon,Northwest Natural Gas Company,2018,October,97002,759,1
Oregon,Northwest Natural Gas Company,2018,October,97003,6760,8
Oregon,Northwest Natural Gas Company,2018,October,97004,219,0
Oregon,Northwest Natural Gas Company,2018,October,97005,4217,4
Oregon,Northwest Natural Gas Company,2018,October,97006,9245,7
Oregon,Northwest Natural Gas Company,2018,October,97007,13232,3
Oregon,Northwest Natural Gas Company,2018,October,97008,6263,2
Oregon,Northwest Natural Gas Company,2018,October,97009,1004,0
Oregon,Northwest Natural Gas Company,2018,October,97013,3254,4
Oregon,Northwest Natural Gas Company,2018,October,97015,4521,2
Oregon,Northwest Natural Gas Company,2018,October,97016,105,0
Oregon,Northwest Natural Gas Company,2018,October,97018,645,0
Oregon,Northwest Natural Gas Company,2018,October,97020,157,0
Oregon,Northwest Natural Gas Company,2018,October,97024,1989,0
Oregon,Northwest Natural Gas Company,2018,October,97026,338,0
Oregon,Northwest Natural Gas Company,2018,October,97027,2896,1
Oregon,Northwest Natural Gas Company,2018,October,97030,6342,4
Oregon,Northwest Natural Gas Company,2018,October,97031,3432,2
Oregon,Northwest Natural Gas Company,2018,October,97032,860,0
Oregon,Northwest Natural Gas Company,2018,October,97034,6661,3
Oregon,Northwest Natural Gas Company,2018,October,97035,6926,1
Oregon,Northwest Natural Gas Company,2018,October,97036,1,0
Oregon,Northwest Natural Gas Company,2018,October,97038,1977,4
Oregon,Northwest Natural Gas Company,2018,October,97042,109,0
Oregon,Northwest Natural Gas Company,2018,October,97045,11008,5
Oregon,Northwest Natural Gas Company,2018,October,97048,372,0
Oregon,Northwest Natural Gas Company,2018,October,97051,3083,3
Oregon,Northwest Natural Gas Company,2018,October,97053,598,0
Oregon,Northwest Natural Gas Company,2018,October,97054,20,0
Oregon,Northwest Natural Gas Company,2018,October,97055,3235,4
Oregon,Northwest Natural Gas Company,2018,October,97056,2354,1
Oregon,Northwest Natural Gas Company,2018,October,97058,1531,3
Oregon,Northwest Natural Gas Company,2018,October,97060,4645,1
Oregon,Northwest Natural Gas Company,2018,October,97062,5986,6
Oregon,Northwest Natural Gas Company,2018,October,97064,660,1
Oregon,Northwest Natural Gas Company,2018,October,97068,9262,7
Oregon,Northwest Natural Gas Company,2018,October,97070,5833,4
Oregon,Northwest Natural Gas Company,2018,October,97071,4943,7
Oregon,Northwest Natural Gas Company,2018,October,97078,5742,11
Oregon,Northwest Natural Gas Company,2018,October,97080,10453,7
Oregon,Northwest Natural Gas Company,2018,October,97086,8197,7
Oregon,Northwest Natural Gas Company,2018,October,97089,3218,1
Oregon,Northwest Natural Gas Company,2018,October,97101,285,0
Oregon,Northwest Natural Gas Company,2018,October,97103,3933,6
Oregon,Northwest Natural Gas Company,2018,October,97106,418,1
Oregon,Northwest Natural Gas Company,2018,October,97110,1296,0
Oregon,Northwest Natural Gas Company,2018,October,97111,21,0
Oregon,Northwest Natural Gas Company,2018,October,97113,2057,9
Oregon,Northwest Natural Gas Company,2018,October,97114,17,0
Oregon,Northwest Natural Gas Company,2018,October,97115,921,1
Oregon,Northwest Natural Gas Company,2018,October,97116,3154,2
Oregon,Northwest Natural Gas Company,2018,October,97121,409,0
Oregon,Northwest Natural Gas Company,2018,October,97123,10306,11
Oregon,Northwest Natural Gas Company,2018,October,97124,10609,5
Oregon,Northwest Natural Gas Company,2018,October,97127,797,0
Oregon,Northwest Natural Gas Company,2018,October,97128,2873,2
Oregon,Northwest Natural Gas Company,2018,October,97132,5287,3
Oregon,Northwest Natural Gas Company,2018,October,97133,892,0
Oregon,Northwest Natural Gas Company,2018,October,97138,4117,4
Oregon,Northwest Natural Gas Company,2018,October,97140,6473,2
Oregon,Northwest Natural Gas Company,2018,October,97146,2006,3
Oregon,Northwest Natural Gas Company,2018,October,97201,2280,1
Oregon,Northwest Natural Gas Company,2018,October,97202,11104,5
Oregon,Northwest Natural Gas Company,2018,October,97203,7192,12
Oregon,Northwest Natural Gas Company,2018,October,97204,7,0
Oregon,Northwest Natural Gas Company,2018,October,97205,929,3
Oregon,Northwest Natural Gas Company,2018,October,97206,13332,18
Oregon,Northwest Natural Gas Company,2018,October,97209,1721,2
Oregon,Northwest Natural Gas Company,2018,October,97210,3675,4
Oregon,Northwest Natural Gas Company,2018,October,97211,9981,9
Oregon,Northwest Natural Gas Company,2018,October,97212,8380,3
Oregon,Northwest Natural Gas Company,2018,October,97213,9516,8
Oregon,Northwest Natural Gas Company,2018,October,97214,7844,5
Oregon,Northwest Natural Gas Company,2018,October,97215,5574,2
Oregon,Northwest Natural Gas Company,2018,October,97216,3314,4
Oregon,Northwest Natural Gas Company,2018,October,97217,10123,17
Oregon,Northwest Natural Gas Company,2018,October,97218,3507,1
Oregon,Northwest Natural Gas Company,2018,October,97219,12159,3
Oregon,Northwest Natural Gas Company,2018,October,97220,6456,8
Oregon,Northwest Natural Gas Company,2018,October,97221,3898,1
Oregon,Northwest Natural Gas Company,2018,October,97222,7822,5
Oregon,Northwest Natural Gas Company,2018,October,97223,12727,12
Oregon,Northwest Natural Gas Company,2018,October,97224,10160,4
Oregon,Northwest Natural Gas Company,2018,October,97225,7176,2
Oregon,Northwest Natural Gas Company,2018,October,97227,1022,0
Oregon,Northwest Natural Gas Company,2018,October,97229,19824,5
Oregon,Northwest Natural Gas Company,2018,October,97230,9214,10
Oregon,Northwest Natural Gas Company,2018,October,97231,762,1
Oregon,Northwest Natural Gas Company,2018,October,97232,2868,3
Oregon,Northwest Natural Gas Company,2018,October,97233,6091,8
Oregon,Northwest Natural Gas Company,2018,October,97236,7015,18
Oregon,Northwest Natural Gas Company,2018,October,97239,3936,1
